label,path,split,is_query,is_gallery
45,data/train/images/000022/2.jpg,train,,
45,data/train/images/000022/3.jpg,train,,
44,data/train/images/000022/4.jpg,train,,
45,data/train/images/000022/5.jpg,train,,
44,data/train/images/000022/6.jpg,train,,
46,data/train/images/000023/0.jpg,train,,
46,data/train/images/000023/1.jpg,train,,
47,data/train/images/000023/2.jpg,train,,
46,data/train/images/000023/3.jpg,train,,
47,data/train/images/000023/4.jpg,train,,
46,data/train/images/000023/5.jpg,train,,
47,data/train/images/000023/6.jpg,train,,
48,data/train/images/000024/0.jpg,train,,
48,data/train/images/000024/1.jpg,train,,
48,data/train/images/000024/2.jpg,train,,
48,data/train/images/000024/3.jpg,train,,
48,data/train/images/000024/6.jpg,train,,
50,data/train/images/000025/0.jpg,train,,
50,data/train/images/000025/1.jpg,train,,
51,data/train/images/000025/2.jpg,train,,
50,data/train/images/000025/3.jpg,train,,
51,data/train/images/000025/4.jpg,train,,
51,data/train/images/000025/5.jpg,train,,
52,data/train/images/000026/0.jpg,train,,
52,data/train/images/000026/1.jpg,train,,
53,data/train/images/000026/2.jpg,train,,
53,data/train/images/000026/3.jpg,train,,
52,data/train/images/000026/4.jpg,train,,
52,data/train/images/000026/5.jpg,train,,
53,data/train/images/000026/6.jpg,train,,
54,data/train/images/000027/0.jpg,train,,
54,data/train/images/000027/1.jpg,train,,
54,data/train/images/000027/2.jpg,train,,
54,data/train/images/000027/5.jpg,train,,
57,data/train/images/000028/2.jpg,train,,
57,data/train/images/000028/3.jpg,train,,
58,data/train/images/000029/0.jpg,train,,
58,data/train/images/000029/1.jpg,train,,
58,data/train/images/000029/4.jpg,train,,
58,data/train/images/000029/6.jpg,train,,
60,data/train/images/000030/0.jpg,train,,
60,data/train/images/000030/1.jpg,train,,
61,data/train/images/000030/2.jpg,train,,
60,data/train/images/000030/3.jpg,train,,
61,data/train/images/000030/4.jpg,train,,
60,data/train/images/000030/5.jpg,train,,
60,data/train/images/000030/6.jpg,train,,
62,data/train/images/000031/0.jpg,train,,
62,data/train/images/000031/1.jpg,train,,
62,data/train/images/000031/2.jpg,train,,
62,data/train/images/000031/3.jpg,train,,
63,data/train/images/000031/4.jpg,train,,
63,data/train/images/000031/5.jpg,train,,
63,data/train/images/000031/6.jpg,train,,
64,data/train/images/000032/0.jpg,train,,
64,data/train/images/000032/1.jpg,train,,
65,data/train/images/000032/2.jpg,train,,
65,data/train/images/000032/3.jpg,train,,
64,data/train/images/000032/4.jpg,train,,
65,data/train/images/000032/5.jpg,train,,
66,data/train/images/000033/0.jpg,train,,
66,data/train/images/000033/1.jpg,train,,
66,data/train/images/000033/2.jpg,train,,
66,data/train/images/000033/3.jpg,train,,
67,data/train/images/000033/4.jpg,train,,
67,data/train/images/000033/5.jpg,train,,
67,data/train/images/000033/6.jpg,train,,
68,data/train/images/000034/0.jpg,train,,
68,data/train/images/000034/1.jpg,train,,
69,data/train/images/000034/2.jpg,train,,
68,data/train/images/000034/3.jpg,train,,
69,data/train/images/000034/4.jpg,train,,
68,data/train/images/000034/5.jpg,train,,
68,data/train/images/000034/6.jpg,train,,
70,data/train/images/000035/0.jpg,train,,
70,data/train/images/000035/1.jpg,train,,
70,data/train/images/000035/2.jpg,train,,
71,data/train/images/000035/3.jpg,train,,
70,data/train/images/000035/4.jpg,train,,
71,data/train/images/000035/5.jpg,train,,
70,data/train/images/000035/6.jpg,train,,
72,data/train/images/000036/0.jpg,train,,
72,data/train/images/000036/1.jpg,train,,
72,data/train/images/000036/2.jpg,train,,
73,data/train/images/000036/3.jpg,train,,
72,data/train/images/000036/4.jpg,train,,
73,data/train/images/000036/5.jpg,train,,
72,data/train/images/000036/6.jpg,train,,
74,data/train/images/000037/0.jpg,train,,
74,data/train/images/000037/1.jpg,train,,
74,data/train/images/000037/5.jpg,train,,
76,data/train/images/000038/0.jpg,train,,
77,data/train/images/000038/1.jpg,train,,
77,data/train/images/000038/2.jpg,train,,
77,data/train/images/000038/3.jpg,train,,
76,data/train/images/000038/4.jpg,train,,
76,data/train/images/000038/5.jpg,train,,
77,data/train/images/000038/6.jpg,train,,
78,data/train/images/000039/0.jpg,train,,
78,data/train/images/000039/1.jpg,train,,
78,data/train/images/000039/2.jpg,train,,
79,data/train/images/000039/3.jpg,train,,
79,data/train/images/000039/4.jpg,train,,
79,data/train/images/000039/5.jpg,train,,
81,data/train/images/000040/4.jpg,train,,
81,data/train/images/000040/5.jpg,train,,
82,data/train/images/000041/0.jpg,train,,
82,data/train/images/000041/1.jpg,train,,
82,data/train/images/000041/2.jpg,train,,
82,data/train/images/000041/3.jpg,train,,
82,data/train/images/000041/4.jpg,train,,
83,data/train/images/000041/5.jpg,train,,
83,data/train/images/000041/6.jpg,train,,
84,data/train/images/000042/0.jpg,train,,
84,data/train/images/000042/1.jpg,train,,
84,data/train/images/000042/2.jpg,train,,
85,data/train/images/000042/3.jpg,train,,
85,data/train/images/000042/4.jpg,train,,
84,data/train/images/000042/5.jpg,train,,
86,data/train/images/000043/0.jpg,train,,
86,data/train/images/000043/1.jpg,train,,
86,data/train/images/000043/2.jpg,train,,
87,data/train/images/000043/3.jpg,train,,
86,data/train/images/000043/4.jpg,train,,
87,data/train/images/000043/5.jpg,train,,
87,data/train/images/000043/6.jpg,train,,
89,data/train/images/000044/2.jpg,train,,
89,data/train/images/000044/3.jpg,train,,
89,data/train/images/000044/4.jpg,train,,
89,data/train/images/000044/5.jpg,train,,
90,data/train/images/000045/0.jpg,train,,
90,data/train/images/000045/1.jpg,train,,
90,data/train/images/000045/2.jpg,train,,
90,data/train/images/000045/5.jpg,train,,
92,data/train/images/000046/0.jpg,train,,
92,data/train/images/000046/1.jpg,train,,
93,data/train/images/000046/2.jpg,train,,
93,data/train/images/000046/3.jpg,train,,
92,data/train/images/000046/4.jpg,train,,
92,data/train/images/000046/5.jpg,train,,
93,data/train/images/000046/6.jpg,train,,
95,data/train/images/000047/2.jpg,train,,
95,data/train/images/000047/3.jpg,train,,
95,data/train/images/000047/4.jpg,train,,
95,data/train/images/000047/6.jpg,train,,
97,data/train/images/000048/4.jpg,train,,
97,data/train/images/000048/5.jpg,train,,
97,data/train/images/000048/6.jpg,train,,
98,data/train/images/000049/0.jpg,train,,
98,data/train/images/000049/1.jpg,train,,
98,data/train/images/000049/2.jpg,train,,
98,data/train/images/000049/3.jpg,train,,
98,data/train/images/000049/4.jpg,train,,
99,data/train/images/000049/5.jpg,train,,
99,data/train/images/000049/6.jpg,train,,
101,data/train/images/000050/0.jpg,train,,
100,data/train/images/000050/1.jpg,train,,
100,data/train/images/000050/2.jpg,train,,
101,data/train/images/000050/3.jpg,train,,
100,data/train/images/000050/4.jpg,train,,
101,data/train/images/000050/5.jpg,train,,
100,data/train/images/000050/6.jpg,train,,
102,data/train/images/000051/0.jpg,train,,
102,data/train/images/000051/1.jpg,train,,
103,data/train/images/000051/2.jpg,train,,
103,data/train/images/000051/3.jpg,train,,
103,data/train/images/000051/4.jpg,train,,
102,data/train/images/000051/5.jpg,train,,
102,data/train/images/000051/6.jpg,train,,
104,data/train/images/000052/0.jpg,train,,
104,data/train/images/000052/1.jpg,train,,
104,data/train/images/000052/2.jpg,train,,
104,data/train/images/000052/3.jpg,train,,
105,data/train/images/000052/4.jpg,train,,
105,data/train/images/000052/5.jpg,train,,
105,data/train/images/000052/6.jpg,train,,
106,data/train/images/000053/0.jpg,train,,
106,data/train/images/000053/1.jpg,train,,
106,data/train/images/000053/2.jpg,train,,
106,data/train/images/000053/3.jpg,train,,
107,data/train/images/000053/4.jpg,train,,
107,data/train/images/000053/5.jpg,train,,
106,data/train/images/000053/6.jpg,train,,
109,data/train/images/000054/0.jpg,train,,
108,data/train/images/000054/1.jpg,train,,
109,data/train/images/000054/2.jpg,train,,
109,data/train/images/000054/3.jpg,train,,
108,data/train/images/000054/4.jpg,train,,
109,data/train/images/000054/5.jpg,train,,
108,data/train/images/000054/6.jpg,train,,
110,data/train/images/000055/0.jpg,train,,
110,data/train/images/000055/1.jpg,train,,
110,data/train/images/000055/2.jpg,train,,
110,data/train/images/000055/5.jpg,train,,
112,data/train/images/000056/0.jpg,train,,
112,data/train/images/000056/1.jpg,train,,
112,data/train/images/000056/2.jpg,train,,
113,data/train/images/000056/3.jpg,train,,
113,data/train/images/000056/4.jpg,train,,
112,data/train/images/000056/5.jpg,train,,
113,data/train/images/000056/6.jpg,train,,
114,data/train/images/000057/0.jpg,train,,
114,data/train/images/000057/1.jpg,train,,
114,data/train/images/000057/2.jpg,train,,
115,data/train/images/000057/3.jpg,train,,
115,data/train/images/000057/4.jpg,train,,
114,data/train/images/000057/5.jpg,train,,
115,data/train/images/000057/6.jpg,train,,
117,data/train/images/000058/2.jpg,train,,
117,data/train/images/000058/3.jpg,train,,
117,data/train/images/000058/6.jpg,train,,
118,data/train/images/000059/0.jpg,train,,
118,data/train/images/000059/1.jpg,train,,
118,data/train/images/000059/2.jpg,train,,
119,data/train/images/000059/3.jpg,train,,
118,data/train/images/000059/4.jpg,train,,
119,data/train/images/000059/5.jpg,train,,
120,data/train/images/000060/0.jpg,train,,
120,data/train/images/000060/1.jpg,train,,
120,data/train/images/000060/4.jpg,train,,
122,data/train/images/000061/0.jpg,train,,
122,data/train/images/000061/1.jpg,train,,
122,data/train/images/000061/2.jpg,train,,
122,data/train/images/000061/3.jpg,train,,
123,data/train/images/000061/4.jpg,train,,
123,data/train/images/000061/5.jpg,train,,
123,data/train/images/000061/6.jpg,train,,
124,data/train/images/000062/0.jpg,train,,
124,data/train/images/000062/1.jpg,train,,
125,data/train/images/000062/2.jpg,train,,
124,data/train/images/000062/3.jpg,train,,
125,data/train/images/000062/4.jpg,train,,
124,data/train/images/000062/5.jpg,train,,
125,data/train/images/000062/6.jpg,train,,
126,data/train/images/000063/0.jpg,train,,
126,data/train/images/000063/1.jpg,train,,
126,data/train/images/000063/2.jpg,train,,
126,data/train/images/000063/3.jpg,train,,
127,data/train/images/000063/4.jpg,train,,
127,data/train/images/000063/5.jpg,train,,
126,data/train/images/000063/6.jpg,train,,
128,data/train/images/000064/0.jpg,train,,
128,data/train/images/000064/1.jpg,train,,
128,data/train/images/000064/2.jpg,train,,
129,data/train/images/000064/3.jpg,train,,
129,data/train/images/000064/4.jpg,train,,
128,data/train/images/000064/5.jpg,train,,
129,data/train/images/000064/6.jpg,train,,
130,data/train/images/000065/0.jpg,train,,
130,data/train/images/000065/1.jpg,train,,
130,data/train/images/000065/2.jpg,train,,
131,data/train/images/000065/3.jpg,train,,
131,data/train/images/000065/4.jpg,train,,
131,data/train/images/000065/5.jpg,train,,
131,data/train/images/000065/6.jpg,train,,
132,data/train/images/000066/0.jpg,train,,
132,data/train/images/000066/1.jpg,train,,
132,data/train/images/000066/2.jpg,train,,
132,data/train/images/000066/3.jpg,train,,
133,data/train/images/000066/4.jpg,train,,
133,data/train/images/000066/5.jpg,train,,
133,data/train/images/000066/6.jpg,train,,
134,data/train/images/000067/0.jpg,train,,
134,data/train/images/000067/1.jpg,train,,
134,data/train/images/000067/2.jpg,train,,
135,data/train/images/000067/3.jpg,train,,
135,data/train/images/000067/4.jpg,train,,
135,data/train/images/000067/5.jpg,train,,
134,data/train/images/000067/6.jpg,train,,
136,data/train/images/000068/0.jpg,train,,
136,data/train/images/000068/1.jpg,train,,
136,data/train/images/000068/2.jpg,train,,
137,data/train/images/000068/3.jpg,train,,
137,data/train/images/000068/4.jpg,train,,
136,data/train/images/000068/5.jpg,train,,
137,data/train/images/000068/6.jpg,train,,
138,data/train/images/000069/0.jpg,train,,
138,data/train/images/000069/1.jpg,train,,
138,data/train/images/000069/2.jpg,train,,
139,data/train/images/000069/3.jpg,train,,
139,data/train/images/000069/4.jpg,train,,
138,data/train/images/000069/5.jpg,train,,
139,data/train/images/000069/6.jpg,train,,
140,data/train/images/000070/0.jpg,train,,
140,data/train/images/000070/1.jpg,train,,
140,data/train/images/000070/2.jpg,train,,
141,data/train/images/000070/3.jpg,train,,
141,data/train/images/000070/4.jpg,train,,
141,data/train/images/000070/5.jpg,train,,
143,data/train/images/000071/3.jpg,train,,
143,data/train/images/000071/4.jpg,train,,
143,data/train/images/000071/6.jpg,train,,
144,data/train/images/000072/0.jpg,train,,
144,data/train/images/000072/1.jpg,train,,
144,data/train/images/000072/2.jpg,train,,
145,data/train/images/000072/3.jpg,train,,
145,data/train/images/000072/4.jpg,train,,
145,data/train/images/000072/5.jpg,train,,
147,data/train/images/000073/4.jpg,train,,
147,data/train/images/000073/6.jpg,train,,
149,data/train/images/000074/4.jpg,train,,
149,data/train/images/000074/5.jpg,train,,
150,data/train/images/000075/0.jpg,train,,
150,data/train/images/000075/1.jpg,train,,
150,data/train/images/000075/2.jpg,train,,
150,data/train/images/000075/3.jpg,train,,
151,data/train/images/000075/4.jpg,train,,
151,data/train/images/000075/5.jpg,train,,
151,data/train/images/000075/6.jpg,train,,
152,data/train/images/000076/0.jpg,train,,
152,data/train/images/000076/1.jpg,train,,
152,data/train/images/000076/2.jpg,train,,
152,data/train/images/000076/3.jpg,train,,
156,data/train/images/000078/0.jpg,train,,
156,data/train/images/000078/1.jpg,train,,
156,data/train/images/000078/2.jpg,train,,
157,data/train/images/000078/3.jpg,train,,
157,data/train/images/000078/4.jpg,train,,
157,data/train/images/000078/5.jpg,train,,
157,data/train/images/000078/6.jpg,train,,
159,data/train/images/000079/5.jpg,train,,
159,data/train/images/000079/6.jpg,train,,
161,data/train/images/000080/4.jpg,train,,
161,data/train/images/000080/5.jpg,train,,
162,data/train/images/000081/0.jpg,train,,
162,data/train/images/000081/1.jpg,train,,
162,data/train/images/000081/5.jpg,train,,
162,data/train/images/000081/6.jpg,train,,
164,data/train/images/000082/0.jpg,train,,
164,data/train/images/000082/1.jpg,train,,
164,data/train/images/000082/2.jpg,train,,
165,data/train/images/000082/3.jpg,train,,
165,data/train/images/000082/4.jpg,train,,
164,data/train/images/000082/5.jpg,train,,
167,data/train/images/000083/2.jpg,train,,
167,data/train/images/000083/3.jpg,train,,
167,data/train/images/000083/5.jpg,train,,
168,data/train/images/000084/0.jpg,train,,
168,data/train/images/000084/1.jpg,train,,
168,data/train/images/000084/2.jpg,train,,
168,data/train/images/000084/3.jpg,train,,
169,data/train/images/000084/4.jpg,train,,
169,data/train/images/000084/5.jpg,train,,
169,data/train/images/000084/6.jpg,train,,
170,data/train/images/000085/0.jpg,train,,
170,data/train/images/000085/1.jpg,train,,
170,data/train/images/000085/2.jpg,train,,
171,data/train/images/000085/3.jpg,train,,
171,data/train/images/000085/4.jpg,train,,
170,data/train/images/000085/5.jpg,train,,
171,data/train/images/000085/6.jpg,train,,
172,data/train/images/000086/0.jpg,train,,
172,data/train/images/000086/1.jpg,train,,
173,data/train/images/000086/2.jpg,train,,
172,data/train/images/000086/3.jpg,train,,
173,data/train/images/000086/4.jpg,train,,
172,data/train/images/000086/5.jpg,train,,
173,data/train/images/000086/6.jpg,train,,
174,data/train/images/000087/0.jpg,train,,
174,data/train/images/000087/1.jpg,train,,
174,data/train/images/000087/2.jpg,train,,
175,data/train/images/000087/3.jpg,train,,
175,data/train/images/000087/4.jpg,train,,
174,data/train/images/000087/5.jpg,train,,
175,data/train/images/000087/6.jpg,train,,
177,data/train/images/000088/3.jpg,train,,
177,data/train/images/000088/5.jpg,train,,
177,data/train/images/000088/6.jpg,train,,
179,data/train/images/000089/2.jpg,train,,
179,data/train/images/000089/4.jpg,train,,
179,data/train/images/000089/5.jpg,train,,
179,data/train/images/000089/6.jpg,train,,
181,data/train/images/000090/3.jpg,train,,
181,data/train/images/000090/5.jpg,train,,
183,data/train/images/000091/2.jpg,train,,
183,data/train/images/000091/4.jpg,train,,
184,data/train/images/000092/0.jpg,train,,
184,data/train/images/000092/1.jpg,train,,
184,data/train/images/000092/2.jpg,train,,
184,data/train/images/000092/3.jpg,train,,
185,data/train/images/000092/4.jpg,train,,
184,data/train/images/000092/5.jpg,train,,
185,data/train/images/000092/6.jpg,train,,
186,data/train/images/000093/0.jpg,train,,
186,data/train/images/000093/1.jpg,train,,
186,data/train/images/000093/2.jpg,train,,
187,data/train/images/000093/3.jpg,train,,
187,data/train/images/000093/4.jpg,train,,
186,data/train/images/000093/5.jpg,train,,
186,data/train/images/000093/6.jpg,train,,
188,data/train/images/000094/0.jpg,train,,
188,data/train/images/000094/1.jpg,train,,
189,data/train/images/000094/2.jpg,train,,
189,data/train/images/000094/3.jpg,train,,
189,data/train/images/000094/4.jpg,train,,
188,data/train/images/000094/5.jpg,train,,
189,data/train/images/000094/6.jpg,train,,
190,data/train/images/000095/0.jpg,train,,
190,data/train/images/000095/1.jpg,train,,
190,data/train/images/000095/2.jpg,train,,
191,data/train/images/000095/3.jpg,train,,
191,data/train/images/000095/4.jpg,train,,
191,data/train/images/000095/5.jpg,train,,
190,data/train/images/000095/6.jpg,train,,
192,data/train/images/000096/0.jpg,train,,
192,data/train/images/000096/1.jpg,train,,
192,data/train/images/000096/2.jpg,train,,
192,data/train/images/000096/3.jpg,train,,
193,data/train/images/000096/4.jpg,train,,
193,data/train/images/000096/5.jpg,train,,
193,data/train/images/000096/6.jpg,train,,
194,data/train/images/000097/0.jpg,train,,
194,data/train/images/000097/1.jpg,train,,
194,data/train/images/000097/2.jpg,train,,
195,data/train/images/000097/3.jpg,train,,
195,data/train/images/000097/4.jpg,train,,
194,data/train/images/000097/5.jpg,train,,
195,data/train/images/000097/6.jpg,train,,
196,data/train/images/000098/0.jpg,train,,
196,data/train/images/000098/1.jpg,train,,
197,data/train/images/000098/2.jpg,train,,
197,data/train/images/000098/3.jpg,train,,
197,data/train/images/000098/4.jpg,train,,
196,data/train/images/000098/5.jpg,train,,
197,data/train/images/000098/6.jpg,train,,
198,data/train/images/000099/0.jpg,train,,
198,data/train/images/000099/1.jpg,train,,
198,data/train/images/000099/2.jpg,train,,
198,data/train/images/000099/3.jpg,train,,
199,data/train/images/000099/4.jpg,train,,
199,data/train/images/000099/5.jpg,train,,
199,data/train/images/000099/6.jpg,train,,
200,data/train/images/000100/0.jpg,train,,
200,data/train/images/000100/1.jpg,train,,
201,data/train/images/000100/2.jpg,train,,
201,data/train/images/000100/3.jpg,train,,
200,data/train/images/000100/4.jpg,train,,
201,data/train/images/000100/5.jpg,train,,
200,data/train/images/000100/6.jpg,train,,
202,data/train/images/000101/0.jpg,train,,
202,data/train/images/000101/1.jpg,train,,
202,data/train/images/000101/2.jpg,train,,
203,data/train/images/000101/3.jpg,train,,
203,data/train/images/000101/4.jpg,train,,
203,data/train/images/000101/5.jpg,train,,
204,data/train/images/000102/0.jpg,train,,
204,data/train/images/000102/1.jpg,train,,
204,data/train/images/000102/2.jpg,train,,
204,data/train/images/000102/3.jpg,train,,
204,data/train/images/000102/6.jpg,train,,
209,data/train/images/000104/3.jpg,train,,
209,data/train/images/000104/4.jpg,train,,
210,data/train/images/000105/0.jpg,train,,
210,data/train/images/000105/1.jpg,train,,
210,data/train/images/000105/2.jpg,train,,
211,data/train/images/000105/3.jpg,train,,
211,data/train/images/000105/4.jpg,train,,
210,data/train/images/000105/5.jpg,train,,
211,data/train/images/000105/6.jpg,train,,
212,data/train/images/000106/0.jpg,train,,
212,data/train/images/000106/1.jpg,train,,
213,data/train/images/000106/2.jpg,train,,
213,data/train/images/000106/3.jpg,train,,
213,data/train/images/000106/4.jpg,train,,
212,data/train/images/000106/5.jpg,train,,
212,data/train/images/000106/6.jpg,train,,
214,data/train/images/000107/0.jpg,train,,
214,data/train/images/000107/1.jpg,train,,
214,data/train/images/000107/2.jpg,train,,
215,data/train/images/000107/3.jpg,train,,
215,data/train/images/000107/4.jpg,train,,
215,data/train/images/000107/5.jpg,train,,
214,data/train/images/000107/6.jpg,train,,
216,data/train/images/000108/0.jpg,train,,
216,data/train/images/000108/1.jpg,train,,
216,data/train/images/000108/2.jpg,train,,
217,data/train/images/000108/3.jpg,train,,
217,data/train/images/000108/4.jpg,train,,
216,data/train/images/000108/5.jpg,train,,
217,data/train/images/000108/6.jpg,train,,
218,data/train/images/000109/0.jpg,train,,
218,data/train/images/000109/1.jpg,train,,
219,data/train/images/000109/2.jpg,train,,
219,data/train/images/000109/3.jpg,train,,
219,data/train/images/000109/4.jpg,train,,
219,data/train/images/000109/5.jpg,train,,
220,data/train/images/000110/0.jpg,train,,
220,data/train/images/000110/1.jpg,train,,
221,data/train/images/000110/2.jpg,train,,
220,data/train/images/000110/3.jpg,train,,
221,data/train/images/000110/4.jpg,train,,
220,data/train/images/000110/5.jpg,train,,
222,data/train/images/000111/0.jpg,train,,
222,data/train/images/000111/1.jpg,train,,
222,data/train/images/000111/2.jpg,train,,
223,data/train/images/000111/3.jpg,train,,
222,data/train/images/000111/4.jpg,train,,
223,data/train/images/000111/5.jpg,train,,
222,data/train/images/000111/6.jpg,train,,
224,data/train/images/000112/0.jpg,train,,
224,data/train/images/000112/1.jpg,train,,
225,data/train/images/000112/2.jpg,train,,
225,data/train/images/000112/3.jpg,train,,
224,data/train/images/000112/4.jpg,train,,
224,data/train/images/000112/5.jpg,train,,
225,data/train/images/000112/6.jpg,train,,
226,data/train/images/000113/0.jpg,train,,
226,data/train/images/000113/1.jpg,train,,
226,data/train/images/000113/2.jpg,train,,
227,data/train/images/000113/3.jpg,train,,
227,data/train/images/000113/4.jpg,train,,
227,data/train/images/000113/5.jpg,train,,
230,data/train/images/000115/0.jpg,train,,
230,data/train/images/000115/1.jpg,train,,
230,data/train/images/000115/2.jpg,train,,
230,data/train/images/000115/3.jpg,train,,
231,data/train/images/000115/4.jpg,train,,
231,data/train/images/000115/5.jpg,train,,
231,data/train/images/000115/6.jpg,train,,
232,data/train/images/000116/0.jpg,train,,
232,data/train/images/000116/1.jpg,train,,
233,data/train/images/000116/2.jpg,train,,
233,data/train/images/000116/3.jpg,train,,
233,data/train/images/000116/4.jpg,train,,
232,data/train/images/000116/5.jpg,train,,
232,data/train/images/000116/6.jpg,train,,
234,data/train/images/000117/0.jpg,train,,
234,data/train/images/000117/1.jpg,train,,
234,data/train/images/000117/2.jpg,train,,
234,data/train/images/000117/3.jpg,train,,
235,data/train/images/000117/4.jpg,train,,
235,data/train/images/000117/5.jpg,train,,
235,data/train/images/000117/6.jpg,train,,
236,data/train/images/000118/0.jpg,train,,
236,data/train/images/000118/1.jpg,train,,
236,data/train/images/000118/2.jpg,train,,
236,data/train/images/000118/3.jpg,train,,
237,data/train/images/000118/4.jpg,train,,
237,data/train/images/000118/5.jpg,train,,
237,data/train/images/000118/6.jpg,train,,
238,data/train/images/000119/0.jpg,train,,
238,data/train/images/000119/1.jpg,train,,
238,data/train/images/000119/4.jpg,train,,
240,data/train/images/000120/0.jpg,train,,
240,data/train/images/000120/1.jpg,train,,
240,data/train/images/000120/3.jpg,train,,
240,data/train/images/000120/5.jpg,train,,
240,data/train/images/000120/6.jpg,train,,
242,data/train/images/000121/0.jpg,train,,
242,data/train/images/000121/1.jpg,train,,
242,data/train/images/000121/2.jpg,train,,
243,data/train/images/000121/3.jpg,train,,
243,data/train/images/000121/4.jpg,train,,
242,data/train/images/000121/5.jpg,train,,
242,data/train/images/000121/6.jpg,train,,
